-2.3415,-2.9009,-3.3524,-3.7039,-3.9042,-3.9712
-1.9359,-2.597,-3.0674,-3.4272,-3.7217,-3.6354
-1.8455,-2.4989,-2.959,-3.3481,-3.6395,-3.5546
-1.841,-2.4716,-2.9188,-3.314,-3.6121,-3.5619
-1.8299,-2.4661,-2.9314,-3.3171,-3.6138,-3.5555
-1.8124,-2.4767,-2.9569,-3.3328,-3.6142,-3.549
-1.8073,-2.4613,-2.923,-3.3067,-3.6121,-3.5502
-1.8284,-2.4606,-2.9072,-3.2957,-3.6115,-3.5557
-1.823,-2.4628,-2.9247,-3.3072,-3.6175,-3.5507
-1.8092,-2.4749,-2.9359,-3.3083,-3.6149,-3.567
-1.8025,-2.4572,-2.9142,-3.2883,-3.608,-3.5657
-1.8252,-2.4595,-2.9032,-3.2843,-3.6052,-3.5611
-1.8212,-2.4618,-2.9175,-3.2922,-3.6095,-3.5541
-1.8099,-2.4762,-2.9397,-3.3093,-3.6177,-3.5649
-1.808,-2.4636,-2.9167,-3.2996,-3.6128,-3.5522
-1.8596,-2.4888,-2.9308,-3.3185,-3.6347,-3.6012
-1.9785,-2.5963,-3.0336,-3.4021,-3.7398,-3.6579
-2.0671,-2.6858,-3.1162,-3.4784,-3.829,-3.7266
-2.1254,-2.7239,-3.144,-3.4701,-3.8433,-3.7471
-2.1817,-2.7642,-3.1001,-3.4513,-3.8243,-3.6899
-2.2116,-2.7828,-3.1338,-3.4505,-3.868,-3.7553
-2.2134,-2.794,-3.1497,-3.3858,-3.8989,-3.8192
-2.2174,-2.7861,-3.1424,-3.4542,-3.7788,-3.7378
-2.2518,-2.8164,-3.2053,-3.5434,-3.8803,-3.8849
-2.2476,-2.8209,-3.2279,-3.5008,-3.9373,-3.8759
-2.1145,-2.7129,-3.1518,-3.4926,-3.8845,-3.7534
-1.8972,-2.5379,-2.9843,-3.3633,-3.6836,-3.6084
-1.857,-2.4853,-2.9222,-3.3213,-3.5983,-3.4711
-1.8355,-2.477,-2.9256,-3.2771,-3.6054,-3.5035
-1.8203,-2.4864,-2.9482,-3.3093,-3.5766,-3.518
-1.8331,-2.4875,-2.9424,-3.2992,-3.6073,-3.5259
-1.8428,-2.4752,-2.9183,-3.2975,-3.5904,-3.5534
-1.8362,-2.4793,-2.9303,-3.3236,-3.5953,-3.5434
-1.8325,-2.4967,-2.9602,-3.3395,-3.6234,-3.558
-1.8423,-2.496,-2.9558,-3.3306,-3.5969,-3.5441
-1.8635,-2.495,-2.9387,-3.3415,-3.6005,-3.5577
-1.8564,-2.4968,-2.951,-3.3342,-3.6099,-3.5375
-1.8339,-2.5006,-2.9523,-3.3316,-3.6104,-3.5339
-1.8204,-2.4751,-2.9352,-3.3007,-3.5935,-3.521
-1.8328,-2.4633,-2.9129,-3.2807,-3.5793,-3.5423
-1.8287,-2.4705,-2.9213,-3.3119,-3.5675,-3.5238
-1.8168,-2.4817,-2.9417,-3.319,-3.5865,-3.5363
-1.8119,-2.4674,-2.9154,-3.317,-3.5905,-3.5511
-1.8279,-2.4613,-2.9029,-3.3021,-3.5902,-3.5637
-1.8282,-2.4695,-2.9268,-3.3143,-3.5986,-3.5618
-1.8168,-2.4826,-2.9443,-3.3335,-3.617,-3.5636
-1.8117,-2.4669,-2.9203,-3.2853,-3.5433,-3.5006
-1.8259,-2.4475,-2.834,-3.1717,-3.5382,-3.5275
-1.822,-2.4511,-2.688,-2.8875,-3.3711,-3.4093
-1.8281,-2.4891,-2.7998,-2.9931,-3.4223,-3.418
-1.8117,-2.4432,-2.6159,-2.795,-3.2494,-3.2705
-1.8203,-2.4037,-2.4319,-2.716,-3.1735,-3.2108
-1.8266,-2.4348,-2.4223,-2.7884,-3.2427,-3.2419
-1.8151,-2.4265,-2.4269,-2.5813,-2.9794,-3.1649
-1.8144,-2.4543,-2.6531,-2.7732,-3.2071,-3.2471
-1.8321,-2.4597,-2.7829,-3.016,-3.3561,-3.3499
-1.8271,-2.3814,-2.4551,-2.8676,-3.276,-3.3402
-1.8124,-2.2955,-2.2227,-2.6039,-3.0156,-3.1158
-1.8059,-2.3212,-2.2982,-2.6955,-3.1368,-3.0879
-1.8276,-2.4019,-2.5599,-2.9626,-3.1518,-3.2559
-1.8215,-2.4408,-2.7502,-3.1051,-3.2622,-3.3244
-1.7958,-2.4543,-2.8248,-3.1546,-3.3306,-3.3335
