-2.3598,-2.9828,-3.3472,-3.7203,-3.8536,-4.0081
-1.937,-2.5867,-3.0137,-3.4294,-3.6766,-3.6499
-1.8711,-2.5099,-2.9582,-3.3573,-3.6398,-3.6
-1.8422,-2.4902,-2.9335,-3.3368,-3.6228,-3.5486
-1.8175,-2.4817,-2.9429,-3.3433,-3.625,-3.5311
-1.81,-2.4676,-2.9124,-3.3225,-3.6106,-3.5267
-1.8281,-2.468,-2.9212,-3.3249,-3.6179,-3.556
-1.8258,-2.4776,-2.9171,-3.3224,-3.6188,-3.5502
-1.813,-2.4776,-2.939,-3.3316,-3.6239,-3.5414
-1.8069,-2.4647,-2.9124,-3.3221,-3.61,-3.5277
-1.8269,-2.4683,-2.9211,-3.3233,-3.6212,-3.5301
-1.822,-2.4737,-2.9183,-3.315,-3.6168,-3.5259
-1.8086,-2.4716,-2.9308,-3.3215,-3.617,-3.5311
-1.8013,-2.4591,-2.8996,-3.3047,-3.6012,-3.5329
-1.819,-2.4605,-2.9113,-3.3204,-3.599,-3.5516
-1.8173,-2.4708,-2.9152,-3.3007,-3.6153,-3.5253
-1.8021,-2.4664,-2.9264,-3.3104,-3.6173,-3.5234
-1.7959,-2.4538,-2.9023,-3.3003,-3.6021,-3.5267
-1.8146,-2.4574,-2.9142,-3.3055,-3.6123,-3.5417
-1.8146,-2.4662,-2.9069,-3.3067,-3.6102,-3.5352
-1.8019,-2.4656,-2.9247,-3.3144,-3.63,-3.5447
-1.7956,-2.4527,-2.9028,-3.2986,-3.6096,-3.5462
-1.8163,-2.4603,-2.9158,-3.3076,-3.619,-3.5479
-1.8152,-2.4689,-2.9205,-3.3068,-3.6154,-3.5336
-1.8038,-2.4671,-2.928,-3.319,-3.6074,-3.5388
-1.799,-2.4572,-2.9039,-3.3043,-3.6006,-3.5397
-1.8209,-2.463,-2.9154,-3.3136,-3.6141,-3.5445
-1.8213,-2.4665,-2.9134,-3.2928,-3.5534,-3.4814
-1.812,-2.4675,-2.8795,-3.1543,-3.0735,-3.2456
-1.8132,-2.4665,-2.8286,-3.1449,-2.9637,-2.884
-1.84,-2.4809,-2.899,-3.2645,-3.258,-3.1774
-1.8433,-2.497,-2.9272,-3.3204,-3.4591,-3.3842
-1.8327,-2.5018,-2.9404,-3.3296,-3.5638,-3.4255
-1.8304,-2.466,-2.7349,-2.9293,-3.2254,-3.3761
-1.8541,-2.4847,-2.8174,-2.8674,-3.2531,-3.4006
-1.8572,-2.5034,-2.8935,-3.1065,-3.441,-3.5233
-1.8371,-2.4986,-2.9124,-3.2023,-3.4712,-3.5265
-1.8322,-2.4719,-2.8171,-2.8789,-2.7788,-3.0234
-1.8478,-2.4284,-2.8013,-2.9244,-2.7821,-2.9849
-1.83,-2.4507,-2.8295,-3.0374,-2.7802,-3.0546
