5.8919e-08,5.4779e-08,5.3535e-08,2.1544e-07,2.507e-07,2.4136e-07,5.2549e-08,4.7486e-08,2.0059e-07,7.2171e-08,2.1402e-07,6.7549e-08,5.7476e-08,1.6245e-07,9.2526e-08,2.1321e-07,6.2513e-08,4.9681e-08,6.3602e-08,1.2864e-07,1.4732e-07,2.3912e-07,2.1128e-07,2.5119e-07,2.5349e-07,2.0195e-07,6.1132e-08,2.0952e-07,5.7092e-08,1.6099e-07,2.2463e-07,5.3959e-08,8.0517e-08,6.4723e-08,1.1985e-07,3.3659e-07,3.1734e-07,1.7781e-07,1.3596e-07,8.336e-08,9.9963e-08,7.5329e-08,5.1146e-08,5.4265e-08,1.2455e-07,2.2435e-07,1.5792e-07,5.9189e-08,8.1249e-08,6.1399e-08,9.8494e-08,2.2296e-07,9.9996e-08,7.7204e-08,6.6019e-08,5.611e-08,5.6755e-08,1.7977e-07,5.7946e-08,7.3058e-08,5.6367e-08,6.6589e-08,5.9432e-08,2.8044e-07,1.2703e-07,2.1928e-07,2.5063e-07,4.0479e-08,2.7204e-07,2.3332e-07,2.4132e-07,2.828e-07,9.7194e-08,6.0775e-08,2.2727e-07,3.0416e-07,5.519e-08,2.5905e-07,2.2482e-07,8.8385e-08,1.3951e-07,5.1004e-08,2.3312e-07,1.3237e-07,1.6918e-07,2.0608e-07,3.147e-07,1.3263e-07,2.1846e-07,2.097e-07,6.4051e-08,2.8275e-07,2.3094e-07,4.222e-08,2.0171e-07,2.5873e-07,7.4511e-08,1.5933e-07,3.3006e-07,3.0204e-07
1.3911e-08,1.7754e-08,2.0007e-08,7.8758e-08,4.6556e-08,1.1388e-07,2.8842e-08,3.6244e-08,1.1955e-07,2.6957e-08,1.011e-07,1.965e-08,2.3708e-08,6.3927e-08,1.133e-08,1.0763e-07,1.3693e-08,2.9804e-08,2.0505e-08,4.6144e-08,7.3608e-08,6.3927e-08,1.368e-07,7.1385e-08,7.7721e-08,6.0344e-08,1.1351e-08,7.811e-08,3.0443e-08,8.2827e-08,7.383e-08,3.3354e-08,2.5061e-08,2.4229e-08,3.9417e-08,1.9271e-07,8.7111e-08,6.0696e-08,8.2769e-08,2.4351e-08,4.4937e-08,1.7722e-08,2.8433e-08,2.389e-08,5.493e-08,1.1249e-07,1.0225e-07,1.8759e-08,4.3335e-08,1.9755e-08,4.6037e-08,9.6154e-08,5.4582e-09,1.1716e-08,9.1728e-09,2.5999e-08,2.0165e-08,5.5318e-08,9.9366e-09,8.6654e-09,2.3135e-08,4.0722e-08,2.0375e-08,9.3857e-08,4.4678e-08,9.2298e-08,7.0667e-08,1.4806e-08,9.9663e-08,1.1039e-07,1.0932e-07,6.6811e-08,3.5366e-08,2.0296e-08,4.8967e-08,1.0707e-07,2.1063e-08,9.8829e-08,1.143e-07,6.2716e-08,5.5083e-08,3.2359e-08,6.2629e-08,8.685e-08,6.1038e-08,4.1325e-08,7.2083e-08,5.9681e-08,1.1723e-07,1.088e-07,1.2453e-08,6.2333e-08,8.3533e-08,3.6431e-08,8.8813e-08,6.5219e-08,2.485e-08,9.2811e-08,1.9036e-07,1.221e-07
2.6278e-10,5.9851e-10,1.963e-09,1.7626e-09,8.3579e-09,1.7598e-08,1.7106e-09,1.9269e-09,2.9341e-09,2.2444e-09,1.7021e-09,8.0866e-08,4.9847e-10,8.0228e-09,3.4316e-11,7.206e-09,9.2504e-10,1.39e-09,8.0111e-10,2.9707e-09,3.6893e-09,1.262e-10,8.803e-09,1.6201e-09,2.9346e-09,9.4593e-09,1.3788e-10,3.9343e-09,4.1479e-09,1.444e-08,4.182e-09,6.3988e-09,2.3706e-09,2.8054e-09,7.6331e-10,5.3402e-08,2.2058e-08,1.3768e-09,5.8456e-08,3.7246e-09,9.957e-10,1.9966e-09,1.6932e-10,2.9344e-09,4.1243e-11,7.4347e-10,1.8597e-09,2.4468e-10,8.3825e-09,7.707e-10,3.0512e-09,1.6657e-09,3.1782e-09,5.62e-10,3.4172e-10,2.2761e-10,1.4205e-10,9.8333e-09,1.4192e-10,2.2356e-11,4.317e-09,1.2456e-09,2.3301e-10,4.9347e-09,1.2422e-08,5.597e-09,1.3561e-08,4.691e-09,3.6758e-09,2.9656e-09,3.3943e-09,1.1504e-09,4.1641e-10,4.0377e-10,1.6988e-08,1.1535e-09,4.2572e-10,4.1703e-09,1.267e-08,1.039e-08,7.2222e-09,9.479e-10,2.2701e-10,5.8948e-09,1.3938e-08,5.7344e-10,6.733e-09,4.9437e-09,6.0561e-09,3.1448e-09,1.976e-09,4.0804e-09,1.1992e-08,5.5699e-09,2.519e-09,2.1189e-08,2.7301e-10,1.6134e-08,1.9321e-07,3.2918e-08
1.109e-09,7.6882e-12,6.8485e-10,2.3209e-09,2.2784e-08,1.9216e-08,1.5815e-09,1.7293e-09,6.3042e-09,1.3774e-09,1.778e-09,7.8485e-08,1.148e-09,1.4468e-08,1.7259e-09,1.3624e-09,6.6141e-10,2.3346e-10,7.6325e-10,1.5899e-09,3.4401e-11,2.5837e-09,5.3901e-09,2.161e-10,3.3671e-09,5.4922e-09,1.9785e-09,2.5974e-09,3.0863e-09,2.1455e-08,8.2879e-09,2.6612e-09,4.9979e-11,3.9979e-10,1.1767e-09,3.3313e-09,1.0028e-08,3.1047e-09,2.4425e-08,3.3945e-09,1.093e-09,2.653e-09,1.9535e-09,4.1372e-10,8.3574e-11,3.2565e-09,3.8413e-09,9.2205e-10,1.3334e-09,2.0219e-09,1.3818e-10,4.9372e-09,1.0051e-08,2.197e-09,3.0109e-09,8.5822e-10,1.2226e-10,9.785e-09,4.7805e-10,2.5262e-11,3.0873e-09,2.7808e-10,6.8847e-10,4.4001e-09,2.497e-09,1.0528e-09,3.0965e-08,5.4894e-10,3.9806e-10,8.1099e-10,8.2968e-10,5.8704e-09,9.1896e-10,1.494e-09,1.0561e-08,3.6925e-09,3.955e-10,3.3151e-09,1.0085e-09,1.2681e-08,5.8269e-10,4.3309e-09,2.1857e-09,1.3504e-08,9.0975e-09,5.0764e-09,1.1025e-09,8.6808e-09,9.8022e-09,3.503e-09,4.877e-10,1.5057e-08,1.2926e-08,5.4472e-10,2.487e-09,5.0185e-09,5.1566e-09,3.3929e-08,1.7899e-07,1.2378e-07
1.7359e-10,2.4534e-10,3.0698e-09,3.0639e-09,3.1939e-08,9.9049e-09,3.101e-10,1.2711e-09,2.5511e-08,4.884e-09,8.6263e-09,8.0611e-08,2.7958e-09,5.4859e-09,5.9063e-09,2.5254e-09,1.2993e-09,3.1231e-09,2.4283e-09,1.1585e-09,3.1258e-09,6.4228e-09,8.9689e-09,6.3932e-10,5.5513e-09,4.5423e-09,2.5249e-09,1.9316e-09,5.8108e-10,5.3437e-09,8.6105e-10,2.5084e-09,6.5445e-10,8.3769e-10,1.5058e-09,4.6647e-09,1.0439e-08,5.9825e-10,7.9707e-08,1.2177e-09,1.7955e-09,1.3197e-10,1.98e-09,9.2972e-10,1.1535e-10,3.8892e-09,9.1999e-09,5.4091e-10,1.9532e-09,4.0041e-09,9.6073e-09,1.027e-08,6.8917e-10,2.4608e-10,1.7636e-09,1.2364e-09,3.1913e-10,3.5948e-10,2.6091e-09,5.4753e-09,5.6162e-10,2.8696e-09,2.241e-10,1.937e-09,2.7061e-11,2.9072e-09,3.3167e-08,3.6908e-10,3.5834e-09,6.0376e-10,1.1994e-08,1.0473e-09,1.7403e-09,4.2068e-09,1.1516e-09,3.6491e-09,2.1403e-10,1.0048e-08,9.7401e-09,3.5097e-09,1.0032e-08,8.2194e-10,1.0824e-08,1.5467e-08,5.9086e-09,7.9416e-10,2.0861e-08,2.113e-09,1.3746e-08,3.5366e-09,5.9692e-10,2.5699e-09,2.5403e-08,5.8492e-09,9.7665e-09,1.465e-09,4.4739e-09,1.5644e-08,8.205e-08,5.3702e-08
3.1448e-10,6.1058e-10,3.0011e-09,5.256e-10,2.0854e-09,1.1772e-08,1.7342e-11,3.8412e-09,9.2098e-10,3.3926e-09,1.3339e-10,1.2622e-07,2.9193e-09,2.2205e-09,9.5956e-09,7.5739e-10,1.0871e-09,5.6185e-10,2.3171e-09,1.9291e-09,2.6311e-09,5.8822e-09,8.9056e-10,2.2592e-09,1.0376e-09,1.0705e-08,1.1383e-09,7.0226e-09,1.191e-10,1.5503e-09,2.2745e-10,1.861e-09,1.1688e-09,2.7962e-10,1.4412e-09,9.708e-09,2.0254e-09,2.3563e-09,1.146e-07,1.2654e-09,1.8015e-09,7.0724e-10,9.2586e-10,2.8451e-09,8.9795e-10,4.7049e-10,1.994e-09,1.4069e-09,1.8241e-09,1.2876e-09,1.5716e-09,4.3953e-09,1.6698e-08,1.1141e-09,3.0991e-10,6.7406e-10,1.3238e-09,9.8607e-09,7.6818e-10,8.4849e-10,3.2957e-10,3.4539e-09,1.992e-09,3.8439e-09,1.5497e-10,2.952e-08,2.6681e-09,1.3142e-09,4.6152e-09,7.8004e-09,6.4678e-09,5.1791e-09,1.0093e-09,1.9869e-10,2.1906e-08,4.1675e-10,2.4159e-10,4.369e-08,5.6797e-09,3.1567e-09,7.2784e-10,2.9114e-09,8.7421e-09,6.9882e-09,8.1177e-09,5.3026e-09,3.9204e-09,1.432e-09,3.246e-08,7.9364e-09,1.3074e-09,5.8206e-09,2.1293e-08,1.8231e-09,2.4443e-09,1.9566e-09,3.7515e-09,4.3518e-09,1.1975e-07,6.455e-09
6.8516e-10,6.0347e-10,2.1419e-10,8.0466e-09,4.0659e-09,1.1233e-08,2.0513e-10,4.4992e-11,9.8366e-09,3.9823e-09,4.7071e-09,1.4973e-07,3.8937e-10,2.7401e-08,3.244e-10,2.9276e-09,1.8892e-10,6.5561e-09,3.3945e-09,6.8129e-10,3.8383e-10,1.9906e-09,1.7235e-09,5.2065e-09,2.2604e-09,1.5635e-09,2.3288e-10,2.9458e-09,1.6365e-10,7.6332e-09,3.3956e-09,6.9686e-09,5.2795e-10,2.2548e-09,8.2514e-11,1.2106e-09,3.7397e-09,1.1944e-09,1.6053e-07,8.5843e-10,6.2214e-10,3.202e-09,1.6444e-09,1.053e-10,8.7038e-11,1.9569e-08,3.6239e-09,1.0301e-10,7.5676e-09,1.2208e-10,5.1167e-09,6.805e-10,9.5443e-09,1.4917e-09,4.8216e-10,5.9433e-10,3.228e-09,8.5336e-09,2.3628e-09,2.5099e-09,8.5709e-10,1.0002e-08,8.7102e-09,1.6294e-08,9.5358e-10,1.0925e-08,2.4238e-08,5.1221e-10,8.9774e-09,2.705e-09,6.2331e-09,2.5468e-08,3.025e-09,3.8741e-09,3.3771e-09,9.6396e-09,1.388e-11,1.46e-07,1.3427e-09,1.417e-09,7.0557e-10,1.6746e-09,2.0966e-10,3.3913e-09,8.1427e-12,8.1201e-10,1.5563e-08,1.8679e-11,1.0477e-08,1.6132e-09,3.0437e-09,4.384e-09,4.1259e-08,2.6008e-09,7.2715e-10,8.4225e-09,2.0738e-08,6.6979e-09,9.3298e-08,2.1784e-09
3.1693e-09,5.1147e-10,1.8804e-09,3.719e-08,8.9664e-09,1.3108e-08,9.2676e-09,4.8192e-09,3.0922e-08,9.523e-10,1.0746e-08,1.9806e-07,1.3527e-09,8.1613e-08,2.3527e-08,1.5825e-09,3.0354e-09,1.2824e-08,1.4778e-09,4.0067e-09,1.8017e-08,5.8869e-09,9.8924e-09,2.2555e-09,5.3388e-10,1.9759e-08,6.7747e-09,1.1889e-09,1.3294e-09,2.3304e-08,6.875e-09,2.6036e-09,5.4e-09,6.8279e-10,5.1214e-09,5.226e-09,1.9272e-08,1.5917e-08,1.7535e-07,3.5049e-09,1.3169e-09,1.2712e-09,1.8294e-08,5.2162e-09,1.178e-09,1.0616e-08,6.4233e-09,6.4193e-10,1.2236e-08,1.795e-09,1.0694e-09,4.3411e-09,5.3851e-09,8.4213e-09,1.6968e-09,3.5657e-11,3.4294e-09,1.5132e-08,1.408e-09,3.1316e-09,1.004e-09,4.3677e-09,3.5734e-09,9.8413e-09,7.5996e-10,6.5827e-09,8.0877e-08,4.4979e-09,2.8249e-10,1.4637e-08,1.4697e-08,2.9881e-08,1.4698e-08,2.9045e-09,2.9383e-08,7.9303e-10,1.9428e-09,3.9856e-08,4.6622e-09,5.9992e-09,1.0101e-08,4.5598e-09,3.0533e-09,1.7142e-09,1.3291e-08,4.1423e-09,9.9387e-09,4.645e-09,9.1447e-09,5.2824e-08,1.3241e-08,2.2503e-09,4.4496e-08,7.1136e-09,2.6384e-09,2.2545e-08,5.9914e-08,5.2084e-11,8.641e-08,2.2206e-08
5.7353e-09,4.6808e-10,5.692e-10,7.1007e-09,5.5617e-08,5.489e-10,3.1731e-09,2.4544e-09,6.618e-09,2.5081e-08,2.4385e-09,2.0169e-07,1.0278e-09,3.9327e-08,1.4253e-09,9.618e-09,3.7325e-09,5.754e-09,6.7965e-09,1.3292e-08,3.3675e-08,1.3747e-08,1.6581e-10,3.9995e-09,1.2151e-09,5.101e-08,2.7221e-09,5.6602e-09,2.1923e-10,8.8246e-09,1.2697e-08,2.0322e-08,1.8973e-09,3.6436e-09,1.1564e-08,7.6423e-10,3.3929e-08,1.1629e-08,1.856e-07,3.0031e-09,2.8115e-09,1.0888e-09,1.4863e-10,1.511e-09,1.7017e-09,5.0715e-09,2.0728e-08,5.2324e-10,4.2071e-09,3.0142e-09,1.4941e-09,1.0359e-09,6.1456e-09,4.6779e-09,1.706e-08,1.1389e-09,2.6934e-09,1.6669e-08,8.7255e-10,1.7837e-09,6.6018e-10,1.3095e-08,8.0122e-10,6.8232e-09,2.5247e-08,1.2977e-08,6.2377e-08,1.1932e-08,2.8598e-08,3.7466e-08,4.2787e-09,6.0077e-08,6.0081e-10,3.8523e-09,8.551e-09,4.0266e-09,1.3956e-09,4.4594e-09,2.0312e-09,6.2661e-09,3.0179e-09,1.0481e-09,5.9067e-10,1.6738e-08,4.5971e-09,3.8831e-08,3.3375e-08,4.8925e-09,1.282e-07,5.0241e-08,1.972e-08,2.0039e-08,3.8077e-08,7.9646e-09,1.0041e-08,2.3136e-08,5.3131e-08,2.6757e-09,1.0902e-07,3.8193e-08
8.4187e-09,8.3519e-10,2.2196e-09,5.039e-11,1.4949e-09,1.6907e-08,5.9196e-10,5.7207e-09,7.4925e-09,1.5682e-07,9.1296e-10,4.0217e-07,4.2514e-09,8.7382e-08,4.6832e-09,1.8019e-08,3.0314e-09,7.1966e-09,8.4353e-09,7.4081e-09,9.9951e-09,1.3844e-09,1.2121e-08,1.8321e-08,4.077e-09,3.013e-08,3.1435e-09,2.4108e-09,8.8377e-11,7.9906e-09,4.6033e-09,5.8205e-09,1.3153e-08,7.7987e-12,1.6494e-09,8.2576e-09,2.64e-08,3.0833e-09,3.0364e-07,7.4886e-09,1.8217e-09,4.5281e-10,1.1393e-09,5.7398e-09,9.8886e-09,1.2348e-08,4.7426e-09,1.5101e-09,1.873e-08,1.5258e-09,2.0271e-08,6.7067e-09,4.1261e-09,1.5649e-10,3.8761e-09,1.6556e-09,8.651e-09,8.3592e-09,1.6851e-10,1.3822e-08,2.5345e-10,2.6978e-08,1.1442e-08,2.164e-09,1.1314e-07,3.5547e-09,1.6239e-07,2.2562e-08,7.6754e-09,2.9474e-08,7.2963e-09,1.2376e-08,7.2577e-08,1.0924e-09,2.0191e-08,1.7392e-08,1.608e-09,2.8946e-08,5.7226e-09,1.581e-08,3.4769e-10,3.5328e-09,9.8637e-09,4.0532e-08,1.7072e-09,1.2267e-09,2.9574e-09,2.9639e-09,2.9264e-08,8.394e-08,2.6217e-10,4.3845e-09,1.0665e-08,3.3812e-09,3.8005e-08,2.7988e-09,4.0729e-08,1.7337e-08,1.1767e-07,6.9535e-08
